pct,quantity_per_item,items
04M,44,4
04M,70,6
04M,49,4
06H,164,7
06L,77,1
06L,37,2
06V,180,3
06V,15,5
06W,82,1
06W,68,4
06Y,13,6
06Y,46,1
06Q,96,6
06T,128,1
07G,26,4
07H,39,1
99E,500,2
99E,25,3
99E,96,4
99E,156,5
99E,49,3
99F,85,4
99G,45,2
04F,49,7
04F,51,5
04F,98,2
04F,92,2
06F,51,2
06F,400,1
06K,184,1
06N,130,3
06N,65,8
06N,44,16
06N,61,6
06P,118,3
06P,2,8
03T,43,2
03W,15,12
03W,118,3
03W,210,2
03W,68,1
04C,184,1
04C,39,4
04D,6,5
04D,37,2
04D,72,3
04D,54,6
04V,85,1
04V,105,2
04Y,72,1
05D,65,1
05D,19,1
05G,49,7
05G,64,5
05N,117,1
05N,300,5
05V,75,2
05V,79,1
05V,180,5
05W,49,8
05X,53,2
05X,37,1
07L,57,5
07M,88,7
07M,144,7
07M,22,7
07R,130,2
07R,204,5
07R,58,6
07T,25,3
07T,88,5
07T,104,4
07X,34,2
07X,104,3
07X,160,7
07X,22,1
08F,204,1
08H,186,6
08H,13,3
08H,33,3
08H,54,1
08H,66,3
08M,27,1
08N,98,6
08N,53,1
08W,98,1
08W,48,7
07P,37,1
07P,26,3
07W,156,6
07W,54,9
07W,300,5
07W,51,3
07Y,31,2
07Y,196,11
08C,556,1
08C,130,8
08G,9,11
08G,33,8
08G,47,3
08G,108,3
08Y,588,3
08Y,33,1
08Y,132,6
09A,336,7
07N,45,6
07N,73,1
07Q,3,12
07V,19,6
07V,172,2
08K,75,3
08K,156,2
08L,19,4
08L,80,5
08Q,58,9
08Q,76,2
08X,184,5
11E,150,6
11E,390,1
11M,62,2
11M,104,7
12D,300,5
12D,50,10
99N,62,24
11X,69,2
11X,108,4
15C,77,3
11N,79,6
11N,37,3
11N,104,2
15N,105,1
15N,153,1
15N,59,5
15N,398,2
09E,68,5
09E,63,6
09E,336,3
09W,74,6
10A,55,2
10A,26,5
10D,132,3
10D,49,1
10D,240,3
10D,23,2
10E,25,13
10E,54,1
99J,39,2
09D,38,7
09D,150,6
09D,360,2
09D,71,2
09F,116,2
09F,74,6
09G,116,1
09G,164,8
09H,33,2
09H,1,6
09H,92,6
09N,70,8
09N,43,5
09P,38,3
09X,64,3
09X,320,2
10C,36,2
10C,92,1
99H,38,8
99K,37,5
14Y,66,2
15A,92,1
15A,86,3
15D,75,3
10J,256,2
10K,74,3
10K,50,2
10L,31,9
10L,150,6
10L,11,3
10R,98,5
10V,57,1
10V,20,17
10V,132,1
11A,504,5
11J,340,1
99M,94,1
01C,280,5
01C,37,1
01C,43,3
01C,74,3
01R,41,7
01R,46,4
02E,33,1
02E,184,2
02F,33,1
02F,45,5
12F,53,1
00C,98,5
00C,29,3
00D,94,1
00D,160,2
00J,1680,1
00K,128,1
00K,114,2
00K,93,1
00M,48,6
00T,93,1
00T,98,4
00Y,53,3
00Y,82,1
01G,53,2
01G,74,6
01G,13,5
01W,80,2
01W,130,1
01W,45,3
01Y,41,1
02A,75,1
02A,44,7
02A,156,6
02H,840,1
14L,53,1
14L,37,3
00X,39,4
01A,144,4
01A,119,3
01E,196,1
01K,99,1
01K,87,1
02G,59,1
02M,53,1
01F,34,3
01T,64,4
01V,58,2
01X,54,1
99A,88,1
00N,41,1
00N,364,1
00P,81,1
13T,55,2
13T,71,1
99C,52,4
03D,5,11
03D,18,3
03D,22,1
03K,54,1
03M,15,4
03Q,130,2
03Q,57,1
02P,31,1
02P,224,3
02P,52,2
02Q,49,4
02X,53,1
03L,216,4
03L,136,3
03L,38,1
02N,45,1
02R,59,2
02T,51,3
03A,85,4
03A,196,8
03A,81,2
03A,39,1
03J,12,5
15F,81,2
15F,216,1
05A,165,2
05A,68,1
05F,98,2
05H,500,2
06D,17,3
05C,164,4
05C,159,6
05C,192,1
05L,41,2
05Y,33,5
06A,98,3
06A,22,2
15E,102,4
15E,94,4
04E,43,4
04H,214,1
04K,64,4
04L,68,3
04M,50,8
04N,17,7
15M,104,2
06H,114,4
06L,41,1
06L,51,1
06L,54,3
06M,164,1
06W,250,5
06W,19,8
06Q,840,2
06T,180,5
07H,37,1
99E,182,5
99E,27,2
99E,34,1
99F,81,1
99F,37,3
99G,46,2
99G,160,5
03V,150,2
06F,83,1
06K,86,2
06K,130,4
06N,132,1
06P,17,1
06P,9,1
03T,500,1
04C,86,2
04D,49,3
04D,27,1
04Q,17,4
99D,37,1
04Y,125,3
05D,200,9
05D,41,2
05G,68,1
05G,150,3
05N,67,1
05N,29,1
05Q,127,1
05V,52,5
05W,840,1
07L,144,4
07R,210,4
07R,74,2
07R,6,8
07T,500,2
07T,174,3
07X,94,2
08D,80,5
08D,116,1
08F,77,2
08F,18,7
08H,43,2
08H,268,1
08N,49,3
08N,80,7
08V,296,2
08V,37,1
08W,17,6
07P,17,7
07P,68,1
07P,132,3
07W,249,1
07W,82,2
07W,75,6
07W,113,2
07Y,85,10
07Y,175,1
07Y,26,19
08C,75,2
08C,82,2
08G,53,3
08G,54,2
08Y,360,2
08Y,37,1
07N,52,1
07N,65,1
07Q,47,3
07Q,25,2
07Q,13,5
07V,66,1
07V,53,1
08A,66,1
08A,70,3
08J,13,5
08J,98,1
08P,41,2
08P,37,2
08Q,88,2
08X,19,4
11E,41,1
11E,300,6
11M,225,1
11M,270,4
11M,121,2
99N,69,2
99N,102,1
11X,75,3
11X,86,1
15C,504,2
15N,78,3
15N,76,1
09J,43,2
09J,22,1
09J,565,1
09W,75,1
10A,37,2
10E,62,1
99J,96,5
09D,86,2
09D,27,2
09D,53,2
09D,80,13
09H,52,3
09L,55,2
09N,270,9
09P,80,2
09P,15,7
10C,88,1
99H,150,10
99K,1680,2
99K,63,2
10Q,68,5
10Q,81,2
10Q,128,7
10Q,116,1
14Y,46,3
15A,49,4
15D,350,2
10J,33,2
10J,99,1
10K,19,4
10L,27,1
10L,45,2
10R,20,7
10V,45,2
99M,196,3
12F,47,1
12F,46,3
12F,77,1
12F,74,2
00J,336,3
00J,164,4
00K,59,1
00M,75,1
00T,210,1
00T,39,3
00T,104,3
00Y,27,2
14L,75,2
00Q,27,1
00R,66,1
00X,156,3
01A,77,1
01A,74,6
01E,128,1
01K,43,4
01F,51,1
01F,59,1
01X,126,8
00L,94,1
02P,98,1
02Q,34,4
02X,125,1
03L,175,2
03L,110,6
02N,33,5
02T,840,1
02T,19,1
02T,37,1
03J,91,3
03J,9,1
15F,62,5
05A,236,1
05R,350,1
05T,74,1
05T,196,1
06D,65,1
05C,89,1
05Y,43,2
05Y,196,5
06A,270,2
06A,43,1
06A,64,3
15E,108,2
15M,119,1
04E,68,3
04H,52,2
04H,90,1
04K,110,2
04K,300,2
04M,66,2
04N,59,1
15M,182,3
06L,300,2
06W,39,3
06Y,38,1
07K,33,3
06Q,38,3
07G,34,2
07G,46,1
07H,135,1
07H,77,2
99E,38,3
99F,1680,1
03V,27,1
04F,43,1
04F,164,3
06F,61,2
06F,204,1
06F,156,1
06K,63,4
06N,296,1
06N,62,2
03W,73,1
04C,13,5
04D,98,2
04D,55,1
99D,22,2
05D,128,3
05G,23,4
05N,208,2
05Q,196,3
05V,129,1
07L,240,1
07M,78,1
07R,38,4
07R,294,1
07T,160,4
07T,6,1
07X,41,1
08D,77,1
08F,27,1
08F,26,1
08H,75,2
08N,17,1
08V,49,3
08V,26,1
08V,114,3
08W,15,5
08W,22,5
08W,104,1
08W,46,1
08W,53,1
07P,75,1
07P,15,2
07Y,96,1
08C,74,1
08C,264,1
08C,132,2
08E,65,2
08Y,98,3
09A,108,1
07N,63,2
07V,52,1
08K,47,2
08P,33,5
08Q,68,1
08X,289,1
11E,280,2
11E,43,2
11E,25,2
11M,48,3
12D,156,3
11X,76,1
15C,114,2
15C,250,5
11N,53,2
11N,86,1
09E,52,2
10A,64,1
10D,17,6
10E,96,1
99J,58,3
09D,39,3
09D,142,3
09G,336,6
09G,66,1
09G,27,6
09H,50,1
09L,39,1
09N,146,1
09N,256,2
09X,68,1
09X,77,1
09X,75,3
09X,58,3
09X,156,5
09Y,102,1
09Y,162,1
10C,18,5
10Q,64,2
15D,164,2
15D,55,1
15D,91,1
10J,52,1
10K,98,1
10K,77,1
10L,120,3
10L,128,1
10R,105,1
10V,114,1
10X,63,6
11A,43,2
11J,210,1
11J,67,1
11J,156,2
11J,86,6
99M,53,2
01C,61,1
01C,41,2
02D,5,9
02D,53,1
02E,840,1
02F,71,1
00J,81,1
00J,51,1
00K,150,2
00T,285,1
00Y,78,1
01W,44,3
02H,86,2
02H,51,2
00R,126,2
00X,45,4
01K,29,1
01K,74,1
02G,77,2
01F,52,1
01J,75,1
99A,51,3
00L,300,2
00N,250,2
13T,79,2
13T,256,1
99C,336,1
99C,330,2
99C,39,1
99C,62,1
02Y,50,2
02Y,226,2
03E,200,4
03E,46,1
03H,156,5
03H,280,1
03H,45,1
03Q,22,2
02P,66,1
02Q,252,3
02Q,58,1
03L,120,3
02N,89,3
02T,27,2
02T,420,1
02W,17,1
03A,65,2
03R,39,5
15F,75,3
15F,74,1
05J,98,4
05T,164,3
05T,47,1
05C,96,6
05C,29,1
06A,37,2
15E,154,1
15E,204,1
15E,456,2
04H,11,5
04K,77,3
04L,184,1
04L,98,1
04M,75,1
06H,840,2
06H,61,1
06L,91,3
06L,184,2
06V,27,2
06Y,330,1
06Q,80,3
06Q,37,3
06Q,82,1
07H,49,1
99E,85,3
04F,540,2
04F,46,1
04F,132,3
04G,294,1
06F,336,5
06K,96,2
06N,53,1
06N,83,1
04C,91,1
04V,282,1
99D,63,1
05D,75,2
05D,124,1
05D,49,1
05N,164,2
05Q,37,1
05W,38,4
05W,164,1
05X,88,3
07X,75,1
08H,76,4
08H,162,1
08H,96,2
08N,256,1
08V,156,1
08V,51,4
08W,19,4
07Y,132,1
08E,38,3
08G,240,2
09A,52,2
07N,98,3
07V,128,1
08A,76,2
08A,563,2
08A,19,2
08A,116,2
08J,400,1
08J,364,1
08L,256,4
08P,74,1
08P,52,5
08R,50,2
11M,254,5
11M,55,2
99N,76,2
11X,73,1
11X,364,2
15C,672,1
15C,81,2
09E,58,2
09E,92,2
09J,13,8
09W,41,2
09W,46,6
10A,23,3
10D,9,4
10D,22,1
10E,68,1
99J,51,2
09D,78,2
09D,65,1
09F,105,1
09F,39,1
09N,184,1
09N,91,1
09N,82,1
09P,560,1
09P,58,3
09Y,74,4
10C,26,1
99K,57,2
99K,71,1
10Q,38,2
10Q,504,3
10Q,800,1
10Q,67,2
14Y,54,2
14Y,130,2
15A,350,1
15A,156,2
15D,39,3
10R,63,2
10R,61,3
10X,106,1
11J,600,1
01R,51,4
02E,53,1
02F,365,2
12F,91,1
00C,133,1
00C,18,2
00D,43,2
00J,66,1
00J,65,1
00J,210,3
00K,92,3
00Y,116,1
00Y,128,1
01D,80,1
01D,76,1
01D,79,1
01D,43,1
01W,55,2
01Y,75,1
02A,71,1
02A,160,1
14L,102,1
01A,240,1
01J,108,1
01X,62,1
00L,39,3
00N,47,1
99C,135,3
99C,54,1
99C,43,6
02Y,54,1
02Y,45,3
03D,98,1
03E,49,2
03F,91,1
03H,9,7
02P,96,1
02P,103,2
02P,82,1
03L,43,2
02T,26,5
02W,150,1
03J,72,1
15F,240,1
15F,124,2
05H,224,1
05J,150,1
04H,150,1
04K,71,1
04M,25,1
06L,59,1
06M,79,1
06M,144,2
06W,34,3
06W,92,3
07J,27,1
06Q,211,1
06T,95,2
99G,53,1
99G,840,1
03V,22,1
04F,65,1
06K,88,1
06K,228,1
06P,336,2
03T,49,2
03T,75,2
03W,78,1
03W,280,3
04C,176,1
04C,68,1
04D,64,1
04Q,43,1
04Q,86,1
05D,31,2
05D,22,1
05X,33,1
07M,66,2
07R,105,1
07T,93,6
07T,19,1
07X,26,2
08D,65,1
08F,116,1
08F,88,1
08F,256,1
08H,164,1
07P,52,1
07P,184,1
08C,98,1
08E,98,2
07N,81,1
07Q,34,1
07V,57,2
08A,105,3
08A,75,1
08L,98,1
08R,150,1
08X,26,1
11M,74,1
11M,103,1
11M,67,1
12D,160,1
11X,96,1
15C,87,1
09J,76,2
09J,256,1
10E,34,1
99J,47,1
09F,68,1
09H,118,1
09H,46,1
09L,51,1
09P,336,4
09X,284,1
10C,228,1
99H,34,1
10Q,73,1
10Q,79,2
10Q,44,1
14Y,110,1
15A,52,2
15D,66,1
15D,22,2
15D,102,1
10J,132,2
10L,17,5
10L,49,1
10V,76,1
10V,41,7
10X,49,5
10X,31,3
11A,55,1
99M,38,1
00C,46,1
00C,76,2
00Y,58,1
01G,75,1
01W,47,1
01W,41,2
01W,105,1
02H,27,2
00R,64,1
01E,150,2
01J,38,2
01J,45,1
99A,82,1
00L,158,1
01H,62,1
01H,52,1
13T,204,1
99C,41,7
02Y,52,1
02Y,92,1
03D,54,1
03E,840,1
03K,24,2
02N,96,5
02R,336,3
02T,44,1
03A,34,1
03J,47,1
03J,41,1
05F,17,1
05T,102,1
05Y,71,4
15E,504,3
15E,900,1
15E,450,2
04E,47,2
04E,39,1
04E,200,1
04H,33,2
04L,85,2
04N,37,1
04N,71,2
06H,67,2
07G,29,2
99F,110,1
99F,87,1
99G,95,1
99G,41,1
99G,37,1
03V,300,1
04G,46,2
06F,31,2
03W,148,1
99D,29,2
05G,27,4
05N,165,1
07R,33,2
08D,79,1
08H,47,1
08W,44,1
07P,77,2
07P,34,2
07W,67,2
08E,128,1
08Y,106,3
08Y,34,1
08Y,22,2
07Q,82,1
08J,11,2
08J,39,1
08J,184,1
08K,13,1
08L,43,1
08L,51,2
08P,47,1
08Q,61,1
08Q,264,1
08Q,160,1
08T,43,2
11M,94,2
99N,105,2
09E,400,1
09D,43,1
09F,31,3
09G,61,3
09H,160,4
09N,41,3
09N,33,1
09Y,124,2
09Y,135,3
10C,68,1
99H,63,2
99K,196,2
15D,108,3
10K,75,1
10R,91,1
10R,75,1
02F,68,1
02F,77,1
02F,148,3
00C,25,1
00D,47,2
00D,37,2
00J,54,1
00V,78,1
01G,29,1
01W,308,1
01Y,74,1
02M,64,1
01V,282,1
01V,49,3
01X,128,1
99A,33,2
00L,400,1
00N,52,1
01H,280,1
13T,76,1
99C,92,1
03D,34,1
03D,300,1
03E,33,1
03F,85,1
03M,22,2
02P,47,2
03L,448,1
02T,13,3
03A,27,1
03J,68,1
03J,102,1
05A,128,1
05A,76,1
06A,63,1
04E,37,2
04N,79,1
06L,61,2
06M,68,1
07J,57,1
07K,280,1
07H,336,1
99F,97,1
99G,55,1
03V,11,1
06F,308,1
06F,39,1
06N,77,1
03T,39,2
03T,66,1
04V,96,1
04Y,38,1
04Y,78,1
05V,63,1
07M,23,2
07X,210,2
08N,57,1
08N,41,3
07W,190,1
07W,46,1
08C,46,1
08C,240,1
08G,75,1
07N,34,3
08K,77,1
08L,46,1
08P,46,1
08R,124,1
08T,240,1
08X,75,1
08X,66,1
11E,53,1
12D,59,1
12D,500,1
15C,78,2
11N,71,1
11N,204,1
99J,65,1
99J,504,1
99J,288,1
09H,86,2
09X,91,1
09X,1000,1
09Y,55,1
10C,33,1
99H,66,1
10Q,360,1
10X,44,1
11A,500,1
01R,50,3
01R,59,1
12F,118,1
00C,47,2
00D,85,2
00K,96,1
00M,89,2
00Y,96,2
01Y,392,1
02A,98,1
14L,128,1
14L,364,1
03E,50,1
03M,125,1
03M,49,2
02Q,47,1
03L,69,1
02N,61,1
02T,284,1
03R,154,1
03R,65,1
05J,336,1
05Y,76,1
06A,31,1
06A,29,1
04K,124,1
04L,71,1
06Y,65,1
07J,175,2
07G,210,1
07G,150,1
99F,126,1
99F,360,1
04F,68,1
06P,92,1
04C,130,1
04Q,125,1
99D,840,1
05G,53,1
05N,55,1
07L,54,1
07L,26,1
07L,13,2
08W,18,1
07P,55,1
07W,62,1
07W,74,1
07W,69,1
08E,80,2
08Y,134,1
09A,13,1
08J,38,2
08J,74,1
08P,400,2
08Q,284,1
08R,26,1
08X,44,1
11E,73,1
11E,78,1
12D,287,1
11X,230,1
09C,46,1
10A,122,2
99J,31,1
09D,82,1
09H,49,1
09Y,364,1
99H,96,2
10Q,281,1
15A,34,3
10X,76,2
01C,46,1
01R,31,2
02D,27,2
00J,31,1
00V,52,1
01D,61,1
01G,59,1
01E,71,1
01K,69,1
01F,39,1
01J,37,1
01T,40,1
01V,150,1
00N,39,1
00P,61,1
02P,63,1
02Q,64,1
02X,300,1
02W,34,1
05F,175,1
05H,52,1
05J,38,1
05L,196,1
04K,55,1
15M,95,1
06L,45,1
06M,61,1
06V,33,1
04F,556,1
03W,95,1
04C,113,1
04D,74,1
04V,53,1
99D,104,1
05G,280,1
05N,27,1
07T,91,1
08H,284,1
07P,23,1
07Y,154,1
08C,25,1
08C,59,1
08C,76,1
08G,58,1
08Y,65,1
09A,19,2
09A,565,1
08J,91,2
11E,13,1
11E,196,1
12D,604,1
15C,76,1
15C,130,1
10E,76,1
99J,57,1
09L,74,1
10Q,37,1
10J,294,1
10R,154,1
11A,47,1
11A,340,1
01C,56,136894
01C,84,4156
01C,112,1311
01C,14,4796
01C,24,93
01C,21,414
01C,4,358
01C,16,222
01C,3,399
01C,13,16
01C,168,269
01C,32,38
01C,94,14
01C,36,11
01C,100,136
01C,10,63
01C,15,26
01C,39,1
01C,25,16
01C,80,11
01C,50,15
01R,28,320085
01R,19,12
01R,112,2674
01R,7,22336
01R,37,24
01R,20,55
01R,10,32
01R,40,60
01R,140,21
01R,3,96
01R,35,34
01R,16,79
01R,8,51
01R,136,6
01R,30,97
01R,9,9
01R,22,9
01R,11,13
01R,52,4
01R,24,73
01R,12,47
01R,49,12
01R,75,14
01R,39,6
01R,270,6
01R,72,10
01R,308,7
01R,100,25
01R,180,10
02D,14,4917
02D,21,161
02D,8,30
02D,80,6
02D,15,51
02D,168,47
02D,6,6
02D,10,29
02E,42,260
02E,112,2141
02E,25,6
02E,21,224
02E,30,282
02E,10,37
02E,4,84
02E,5,46
02E,1,253
02E,3,88
02E,120,25
02E,12,72
02E,44,17
02E,336,5
02E,32,15
02E,34,4
02F,84,21245
02F,7,27903
02F,24,49
02F,60,225
02F,20,63
02F,42,505
02F,18,20
02F,17,19
02F,38,5
02F,224,8
02F,90,147
02F,9,20
02F,27,1
02F,4,178
02F,116,4
02F,70,11
02F,6,30
02F,67,1
02F,3,154
12F,56,234035
12F,24,77
12F,112,3983
12F,168,1224
12F,8,133
12F,32,62
12F,300,9
12F,30,412
12F,98,13
12F,16,125
12F,196,24
12F,256,2
12F,18,56
12F,35,56
12F,44,2
12F,96,1
12F,224,25
12F,128,5
12F,51,11
12F,126,15
12F,23,19
12F,88,4
00C,56,117263
00C,14,3194
00C,112,2038
00C,20,5
00C,12,22
00C,60,136
00C,164,7
00C,2,58
00C,6,59
00C,200,18
00C,13,4
00C,90,27
00D,3,638
00D,21,1499
00D,84,20023
00D,100,856
00D,8,159
00D,5,142
00D,60,635
00D,16,129
00D,12,255
00D,38,9
00D,31,8
00D,80,18
00D,10,176
00D,196,36
00D,18,24
00D,53,6
00D,64,37
00D,252,40
00D,224,29
00D,300,7
00D,41,3
00D,57,5
00D,76,13
00J,7,313363
00J,14,6972
00J,50,2
00J,100,426
00J,180,15
00J,3,389
00J,12,55
00J,16,46
00J,70,8
00J,4,753
00J,8,69
00J,35,33
00J,26,60
00J,126,18
00J,63,10
00J,72,7
00J,22,5
00J,17,16
00J,40,15
00K,56,202213
00K,60,281
00K,42,372
00K,168,1166
00K,21,506
00K,27,13
00K,3,106
00K,37,9
00K,32,73
00K,20,147
00K,140,47
00K,30,718
00K,50,23
00K,90,110
00K,19,28
00K,144,11
00K,17,31
00K,68,9
00K,11,29
00K,25,27
00K,6,57
00K,51,11
00M,7,138762
00M,17,33
00M,60,364
00M,40,27
00M,27,8
00M,252,49
00M,13,26
00M,224,50
00M,5,73
00M,6,25
00M,70,23
00M,51,4
00M,25,20
00T,28,467501
00T,56,228668
00T,14,5397
00T,10,86
00T,16,118
00T,20,175
00T,42,403
00T,168,879
00T,4,450
00T,140,15
00T,2,115
00T,40,35
00T,90,175
00T,45,7
00T,35,42
00T,132,1
00T,29,5
00T,49,12
00T,58,28
00T,5,50
00V,56,143608
00V,112,1430
00V,7,6979
00V,55,5
00V,60,202
00V,30,1186
00V,12,140
00V,50,23
00V,16,127
00V,62,11
00V,10,46
00V,46,16
00V,64,2
00V,152,3
00V,70,20
00V,80,7
00V,44,13
00Y,60,309
00Y,14,4574
00Y,100,329
00Y,42,567
00Y,280,4
00Y,36,76
00Y,16,87
00Y,20,127
00Y,80,9
00Y,8,137
00Y,48,31
00Y,2,44
00Y,34,28
00Y,52,2
00Y,13,2
00Y,5,47
01D,56,126490
01D,30,509
01D,14,2999
01D,100,273
01D,10,52
01D,3,274
01D,180,6
01D,40,10
01D,16,28
01D,224,8
01D,186,4
01D,6,11
01D,38,8
01D,1,25
01D,140,37
01D,45,1
01D,50,17
01G,14,7369
01G,56,152774
01G,84,19419
01G,100,634
01G,12,115
01G,50,20
01G,16,93
01G,30,724
01G,120,42
01G,86,1
01G,40,37
01G,8,149
01G,18,84
01G,36,40
01G,15,49
01G,43,1
01G,128,6
01G,26,24
01W,56,214705
01W,90,104
01W,21,539
01W,4,520
01W,51,5
01W,58,11
01W,40,35
01W,16,148
01W,52,11
01W,48,28
01W,1,392
01W,19,12
01W,180,19
01W,36,24
01W,128,14
01W,332,1
01W,76,13
01W,73,2
01Y,14,8537
01Y,48,7
01Y,90,139
01Y,21,325
01Y,336,33
01Y,15,51
01Y,12,138
01Y,98,26
01Y,4,660
01Y,11,33
01Y,5,74
01Y,25,20
01Y,19,15
01Y,31,15
01Y,36,44
01Y,52,8
01Y,34,8
01Y,13,12
01Y,128,10
01Y,280,8
01Y,54,2
01Y,72,14
01Y,26,9
02A,7,198288
02A,56,184698
02A,84,17587
02A,16,140
02A,252,42
02A,11,66
02A,39,4
02A,12,65
02A,72,23
02A,47,6
02A,49,12
02A,31,3
02A,24,39
02A,46,5
02A,18,20
02A,51,6
02H,28,539553
02H,14,4487
02H,168,1032
02H,21,245
02H,3,95
02H,70,21
02H,24,40
02H,18,21
02H,45,24
02H,200,85
02H,336,5
02H,58,28
02H,32,44
02H,2,43
02H,120,46
02H,49,12
02H,16,90
02H,52,29
02H,22,6
02H,140,26
02H,150,7
14L,21,757
14L,84,65082
14L,168,1312
14L,12,438
14L,20,247
14L,32,127
14L,48,37
14L,70,91
14L,13,7
14L,9,28
14L,126,33
14L,33,1
14L,224,52
14L,46,11
14L,10,112
14L,25,40
14L,6,193
14L,22,4
14L,15,87
14L,31,40
14L,64,30
00Q,28,396401
00Q,1,1305
00Q,7,9968
00Q,23,13
00Q,25,26
00Q,30,218
00Q,40,29
00Q,18,27
00Q,20,69
00Q,4,18
00Q,50,24
00Q,16,55
00Q,10,67
00Q,35,73
00Q,31,6
00Q,34,12
00Q,44,15
00Q,180,2
00R,7,75210
00R,28,559343
00R,14,6529
00R,4,219
00R,5,93
00R,30,337
00R,60,192
00R,12,132
00R,18,60
00R,21,317
00R,8,137
00R,25,35
00R,40,36
00R,11,64
00R,10,122
00R,19,12
00X,56,143594
00X,84,13297
00X,14,5249
00X,112,1081
00X,168,497
00X,8,234
00X,18,16
00X,20,199
00X,24,90
00X,4,182
00X,32,59
00X,140,21
00X,100,321
00X,58,4
00X,48,41
00X,120,34
00X,44,27
00X,196,11
00X,91,1
00X,11,98
00X,72,15
00X,63,5
01A,28,995311
01A,56,120879
01A,168,894
01A,1,852
01A,42,883
01A,60,246
01A,50,34
01A,12,156
01A,31,57
01A,3,129
01A,2,80
01A,98,16
01A,45,24
01A,10,125
01A,37,11
01A,33,11
01A,67,1
01A,54,9
01A,75,8
01A,19,17
01A,123,1
01A,35,82
01A,224,25
01A,52,22
01A,15,41
01E,28,340553
01E,112,988
01E,8,235
01E,10,70
01E,12,150
01E,30,380
01E,168,406
01E,100,209
01E,38,21
01E,200,27
01E,70,57
01E,21,264
01E,224,13
01E,96,29
01E,36,41
01E,77,5
01E,80,9
01E,39,8
01E,13,8
01E,46,30
01E,15,35
01K,28,800026
01K,56,196969
01K,84,19968
01K,60,465
01K,90,195
01K,42,848
01K,4,346
01K,18,47
01K,336,4
01K,30,213
01K,140,97
01K,68,15
01K,48,27
01K,13,22
01K,26,29
01K,72,22
01K,33,24
01K,280,8
01K,126,9
01K,300,6
01K,53,9
01K,51,4
01K,22,30
01K,50,30
02G,7,27525
02G,28,200535
02G,56,65969
02G,168,391
02G,12,81
02G,17,19
02G,58,1
02G,16,63
02G,90,173
02G,14,1548
02G,4,237
02G,24,24
02G,51,3
02G,50,14
02G,15,20
02G,13,17
02G,5,22
02G,98,12
02G,18,30
02G,36,22
02G,252,27
02G,44,4
02M,28,591952
02M,21,390
02M,8,171
02M,23,16
02M,10,52
02M,168,278
02M,60,155
02M,35,30
02M,200,8
02M,252,8
02M,90,75
02M,44,16
02M,13,9
02M,224,14
01F,28,263944
01F,7,12996
01F,30,327
01F,84,18684
01F,40,19
01F,70,19
01F,20,17
01F,240,9
01F,184,1
01F,19,3
01F,31,4
01F,126,10
01F,58,1
01J,14,5275
01J,22,10
01J,84,10731
01J,42,432
01J,3,71
01J,5,39
01J,21,127
01J,27,3
01J,17,3
01J,70,30
01J,450,2
01J,32,27
01J,23,12
01J,18,19
01J,34,12
01T,28,418400
01T,56,55816
01T,84,9000
01T,7,20405
01T,42,560
01T,4,63
01T,120,13
01T,12,91
01T,48,10
01T,33,2
01V,84,5216
01V,20,203
01V,168,272
01V,24,146
01V,2,23
01V,30,160
01V,1,30
01V,44,10
01V,3,51
01V,13,12
01V,60,33
01V,252,9
01X,84,9588
01X,1,217
01X,18,26
01X,25,30
01X,90,28
01X,6,33
01X,70,42
01X,13,17
01X,10,50
01X,252,11
01X,26,12
01X,140,14
01X,20,51
01X,2,29
01X,98,13
99A,7,95295
99A,14,13067
99A,90,533
99A,42,990
99A,98,24
99A,100,827
99A,224,20
99A,32,82
99A,40,68
99A,18,40
99A,8,240
99A,6,30
99A,12,131
99A,21,423
99A,10,183
99A,17,32
99A,75,3
99A,11,82
99A,26,20
99A,38,13
99A,35,96
99A,66,2
99A,200,25
99A,58,6
00L,7,272562
00L,168,762
00L,32,109
00L,90,84
00L,21,615
00L,8,405
00L,10,79
00L,12,675
00L,58,20
00L,18,22
00L,2,216
00L,6,83
00L,36,84
00L,44,23
00L,27,15
00L,46,10
00L,30,432
00L,63,8
00L,140,26
00L,196,7
00L,48,42
00L,57,1
00L,43,8
00L,224,21
00L,47,5
00L,37,6
00L,53,2
00L,80,2
00L,840,7
00L,13,14
00N,28,193514
00N,60,542
00N,30,122
00N,2,428
00N,3,717
00N,185,4
00N,42,326
00N,156,3
00N,144,11
00N,120,50
00N,300,4
00N,36,42
00N,35,18
00P,84,18562
00P,10,364
00P,16,150
00P,42,705
00P,48,35
00P,70,59
00P,100,599
00P,168,840
00P,46,24
00P,96,32
00P,11,99
00P,17,11
00P,1,3094
00P,252,28
00P,90,197
00P,58,17
00P,31,15
00P,80,64
00P,72,19
00P,144,18
00P,44,6
00P,224,39
00P,63,12
00P,15,57
01H,7,54604
01H,60,130
01H,168,562
01H,46,19
01H,35,81
01H,16,314
01H,12,350
01H,1,2131
01H,44,15
01H,47,7
01H,23,36
01H,5,108
01H,66,2
01H,50,14
01H,11,32
01H,43,8
01H,31,9
01H,6,77
01H,70,36
01H,140,64
01H,36,74
01H,336,9
01H,17,18
01H,63,9
01H,98,9
13T,28,494519
13T,84,68563
13T,14,18192
13T,4,4438
13T,100,2436
13T,30,589
13T,21,3749
13T,16,722
13T,10,446
13T,50,51
13T,200,173
13T,94,1
13T,96,84
13T,300,73
13T,160,8
13T,13,25
13T,9,135
13T,140,45
